incident_id,url,date,num_identified_casualties,num_identified_killed
ispt0498,https://airwars.org/civilian-casualties/ispt0498-october-23-2023/,2023-10-23,10,0
ispt0575,https://airwars.org/civilian-casualties/ispt0575-october-23-2023/,2023-10-23,0,0
ispt0530,https://airwars.org/civilian-casualties/ispt0530-october-23-2023/,2023-10-23,16,16
ispt0524,https://airwars.org/civilian-casualties/ispt0524-october-23-2023/,2023-10-23,7,7
ispt0538,https://airwars.org/civilian-casualties/ispt0538-october-24-2023/,2023-10-24,12,9
ispt0537,https://airwars.org/civilian-casualties/ispt0537-october-24-2023/,2023-10-24,10,3
ispt0540,https://airwars.org/civilian-casualties/ispt0540-october-24-2023/,2023-10-24,2,0
ispt0542,https://airwars.org/civilian-casualties/ispt0542-october-24-2023/,2023-10-24,0,0
ispt0543,https://airwars.org/civilian-casualties/ispt0543-october-24-2023/,2023-10-24,23,21
ispt0544,https://airwars.org/civilian-casualties/ispt0544-october-24-2023/,2023-10-24,22,22
ispt0545,https://airwars.org/civilian-casualties/ispt0545-october-24-2023/,2023-10-24,0,0
ispt0546,https://airwars.org/civilian-casualties/ispt0546-october-24-2023/,2023-10-24,22,20
ispt0548,https://airwars.org/civilian-casualties/ispt0548-october-24-2023/,2023-10-24,17,17
ispt0549,https://airwars.org/civilian-casualties/ispt0549-october-24-2023/,2023-10-24,6,6
ispt0550,https://airwars.org/civilian-casualties/ispt0550-october-24-2023/,2023-10-24,16,16
ispt0551,https://airwars.org/civilian-casualties/ispt0551-october-24-2023/,2023-10-24,0,0
ispt0552,https://airwars.org/civilian-casualties/ispt0552-october-24-2023/,2023-10-24,22,0
ispt0553,https://airwars.org/civilian-casualties/ispt0553-october-24-2023/,2023-10-24,0,0
ispt0556,https://airwars.org/civilian-casualties/ispt0556-october-24-2023/,2023-10-24,0,0
ispt0557,https://airwars.org/civilian-casualties/ispt0557-october-24-2023/,2023-10-24,1,0
ispt0558,https://airwars.org/civilian-casualties/ispt0558-october-24-2023/,2023-10-24,22,0
ispt0559,https://airwars.org/civilian-casualties/ispt0559-october-24-2023/,2023-10-24,2,2
ispt0560,https://airwars.org/civilian-casualties/ispt0560-october-24-2023/,2023-10-24,0,0
ispt0561,https://airwars.org/civilian-casualties/ispt0561-october-24-2023/,2023-10-24,0,0
ispt0562,https://airwars.org/civilian-casualties/ispt0562-october-24-2023/,2023-10-24,6,4
ispt0563,https://airwars.org/civilian-casualties/ispt0563-october-24-2023/,2023-10-24,2,2
ispt0564,https://airwars.org/civilian-casualties/ispt0564-october-24-2023/,2023-10-24,3,3
ispt0565,https://airwars.org/civilian-casualties/ispt0565-october-24-2023/,2023-10-24,10,10
ispt0566,https://airwars.org/civilian-casualties/ispt0566-october-24-2023/,2023-10-24,0,0
ispt0567,https://airwars.org/civilian-casualties/ispt0567-october-24-2023/,2023-10-24,0,0
ispt0568,https://airwars.org/civilian-casualties/ispt0568-october-24-2023/,2023-10-24,9,8
ispt0569,https://airwars.org/civilian-casualties/ispt0569-october-24-2023/,2023-10-24,7,7
ispt0570,https://airwars.org/civilian-casualties/ispt0570-october-24-2023/,2023-10-24,0,0
ispt0571,https://airwars.org/civilian-casualties/ispt0571-october-24-2023/,2023-10-24,1,1
ispt0572,https://airwars.org/civilian-casualties/ispt0572-october-24-2023/,2023-10-24,0,0
ispt0573,https://airwars.org/civilian-casualties/ispt0573-october-24-2023/,2023-10-24,12,12
ispt0574,https://airwars.org/civilian-casualties/ispt0574-october-24-2023/,2023-10-24,2,2
ispt0576,https://airwars.org/civilian-casualties/ispt0576-october-24-2023/,2023-10-24,0,0
ispt0577,https://airwars.org/civilian-casualties/ispt0577-october-24-2023/,2023-10-24,11,11
ispt0578,https://airwars.org/civilian-casualties/ispt0578-october-24-2023/,2023-10-24,0,0
ispt0579,https://airwars.org/civilian-casualties/ispt0579-october-24-2023/,2023-10-24,0,0
ispt0583b,https://airwars.org/civilian-casualties/ispt0583b-october-24-2023/,2023-10-24,0,0
ispt0587,https://airwars.org/civilian-casualties/ispt0587-october-25-2023/,2023-10-25,115,109
ispt0584,https://airwars.org/civilian-casualties/ispt0584-october-25-2023/,2023-10-25,12,12
ispt0585,https://airwars.org/civilian-casualties/ispt0585-october-25-2023/,2023-10-25,14,14
ispt0591,https://airwars.org/civilian-casualties/ispt0591-october-25-2023/,2023-10-25,3,0
ispt0592,https://airwars.org/civilian-casualties/ispt0592-october-25-2023/,2023-10-25,22,20
ispt0593,https://airwars.org/civilian-casualties/ispt0593-october-25-2023/,2023-10-25,5,5
ispt0594,https://airwars.org/civilian-casualties/ispt0594-october-25-2023/,2023-10-25,7,7
ispt0595,https://airwars.org/civilian-casualties/ispt0595-october-25-2023/,2023-10-25,0,0
ispt0596,https://airwars.org/civilian-casualties/ispt0596-october-25-2023/,2023-10-25,6,6
ispt0586,https://airwars.org/civilian-casualties/ispt0586-october-25-2023/,2023-10-25,18,13
ispt0588,https://airwars.org/civilian-casualties/ispt0588-october-25-2023/,2023-10-25,17,17
ispt0589,https://airwars.org/civilian-casualties/ispt0589-october-25-2023/,2023-10-25,15,15
ispt0590,https://airwars.org/civilian-casualties/ispt0590-october-25-2023/,2023-10-25,3,3
ispt0628,https://airwars.org/civilian-casualties/ispt0628-october-26-2023/,2023-10-26,1,1
ispt0629,https://airwars.org/civilian-casualties/ispt0629-october-26-2023/,2023-10-26,0,0
ispt0638,https://airwars.org/civilian-casualties/ispt0638-october-26-2023/,2023-10-26,0,0
ispt0698,https://airwars.org/civilian-casualties/ispt0698-october-29-2023/,2023-10-29,38,34
ispt0699,https://airwars.org/civilian-casualties/ispt0699-october-29-2023/,2023-10-29,0,0
ispt0700,https://airwars.org/civilian-casualties/ispt0700-october-29-2023/,2023-10-29,20,20
ispt0701,https://airwars.org/civilian-casualties/ispt0701-october-29-2023/,2023-10-29,11,9
ispt0703,https://airwars.org/civilian-casualties/ispt0703-october-29-2023/,2023-10-29,3,3
ispt0754,https://airwars.org/civilian-casualties/ispt0754-october-30-2023/,2023-10-30,10,10
ispt0760,https://airwars.org/civilian-casualties/ispt0760-october-30-2023/,2023-10-30,0,0
ispt0783,https://airwars.org/civilian-casualties/ispt0783-october-31-2023/,2023-10-31,112,112
ispt0784,https://airwars.org/civilian-casualties/ispt0784-october-31-2023/,2023-10-31,138,0
ispt0821,https://airwars.org/civilian-casualties/ispt0821-november-2-2023/,2023-11-02,31,29
ispt0819,https://airwars.org/civilian-casualties/ispt0819-november-2-2023/,2023-11-02,12,12
ispt0905,https://airwars.org/civilian-casualties/ispt0905-november-5-2023/,2023-11-05,8,8
ispt0925,https://airwars.org/civilian-casualties/ispt0925-november-6-2023/,2023-11-06,13,12
ispt0984a,https://airwars.org/civilian-casualties/ispt0984a-november-8-2023/,2023-11-08,3,3
ispt1011,https://airwars.org/civilian-casualties/ispt1011-november-10-2023/,2023-11-10,6,6
ispt1023,https://airwars.org/civilian-casualties/ispt1023-november-10-2023/,2023-11-10,0,0
ispt1083,https://airwars.org/civilian-casualties/ispt1083-november-13-2023/,2023-11-13,1,1
ispt1122,https://airwars.org/civilian-casualties/ispt1122-november-15-2023/,2023-11-15,70,63
ispt1135a,https://airwars.org/civilian-casualties/ispt1135a-november-15-2023/,2023-11-15,2,1
ispt1177a,https://airwars.org/civilian-casualties/ispt1177a-november-17-2023/,2023-11-17,45,40
ispt1238,https://airwars.org/civilian-casualties/ispt1238-november-20-2023/,2023-11-20,2,2
ispt1234,https://airwars.org/civilian-casualties/ispt1234-november-20-2023/,2023-11-20,5,5
ispt1371,https://airwars.org/civilian-casualties/ispt1371-december-1-2023/,2023-12-01,1,1
ispt1336,https://airwars.org/civilian-casualties/ispt1336-december-1-2023/,2023-12-01,1,1
ispt1345,https://airwars.org/civilian-casualties/ispt1345-december-1-2023/,2023-12-01,4,4
ispt1406,https://airwars.org/civilian-casualties/ispt1406-december-2-2023/,2023-12-02,0,0
ispt1410,https://airwars.org/civilian-casualties/ispt1410-december-2-2023/,2023-12-02,20,0
ispt1417a,https://airwars.org/civilian-casualties/ispt1417a-december-2-2023/,2023-12-02,2,2
ispt1437,https://airwars.org/civilian-casualties/ispt1437-december-3-2023/,2023-12-03,0,0
ispt1483,https://airwars.org/civilian-casualties/ispt1483-december-5-2023/,2023-12-05,3,2
ispt1669,https://airwars.org/civilian-casualties/ispt1669-december-11-2023/,2023-12-11,104,0
ispt1697b,https://airwars.org/civilian-casualties/ispt1697b-december-12-2023/,2023-12-12,3,3
ispt1881a,https://airwars.org/civilian-casualties/ispt1881a-december-22-2023/,2023-12-22,79,79
ispt1923,https://airwars.org/civilian-casualties/ispt1923-december-24-2023/,2023-12-24,50,48
ispt281223a,https://airwars.org/civilian-casualties/ispt281223a-december-28-2023/,2023-12-28,10,10
ispt100124b,https://airwars.org/civilian-casualties/ispt100124b-january-10-2024/,2024-01-10,4,4
ispt100124a,https://airwars.org/civilian-casualties/ispt100124a-january-10-2024/,2024-01-10,2,2
ispt110124b,https://airwars.org/civilian-casualties/ispt110124b-january-11-2024/,2024-01-11,0,0
ispt170124n,https://airwars.org/civilian-casualties/ispt170124n-january-17-2024/,2024-01-17,0,0
ispt120524c,https://airwars.org/civilian-casualties/ispt120524c-may-12-2024/,2024-05-12,0,0
ispt120524d,https://airwars.org/civilian-casualties/ispt120524d-may-12-2024/,2024-05-12,1,1
ispt120524e,https://airwars.org/civilian-casualties/ispt120524e-may-12-2024/,2024-05-12,1,1
ispt120524g,https://airwars.org/civilian-casualties/ispt120524g-may-12-2024/,2024-05-12,1,1
ispt120524h,https://airwars.org/civilian-casualties/ispt120524h-may-12-2024/,2024-05-12,2,2
ispt120524i,https://airwars.org/civilian-casualties/ispt120524i-may-12-2024/,2024-05-12,1,1
